,제목,가수,가사,좋아요
46,The Great Escape,Boys Like Girls(보이즈 라이크 걸즈),"Paper bags and plastic hearts
All are belongings in shopping carts
It's goodbye
But we got one more night
Let's get drunk and ride around
And make peace with an empty town
We can make it right
Throw it away
Forget yesterday
We'll make the great escape
We won't hear a word they say
They don't know us anyway
Watch it burn
Let it die
Cause we are finally free tonight
Tonight will change our lives
It's so good to be by your side
We'll cry
We won't give up the fight
We'll scream loud at the top of our lungs
And they'll think it's just cause we're young
And we'll feel so alive
Throw it away
Forget yesterday
We'll make the great escape
We won't hear a word they say
They don't know us anyway
Watch it burn
Let it die
Cause we are finally free tonight
All of the wasted time
The hours that were left behind
The answers that we'll never find
They don't mean a thing tonight
Throw it away
Forget yesterday
We'll make the great escape
We won't hear a word they say
They don't know us anyway
Throw it away
Forget yesterday
We'll make the great escape
We won't hear a word they say
They don't know us anyway
Throw it away
Forget yesterday
We'll make the great escape
We won't hear a word they say
They don't know us anyway
Watch it burn
Let it die
Cause we are finally free tonight
montypython 님이 등록해 주신 가사입니다.
가사 오류 제보","24,457"
47,Lover Boy,Phum Viphurit,"Wandering the streets all through the night
Searching for the one to make me right
Wondering if she's the shade of you
And if so should I try to see it through
Darling I got my trust issues
Warning you stay away
If we meet at the rendezvous
Take me away sunray
Darling I got my trust issues
Warning you stay away
If we meet at the rendezvous
Take me away sunray
Time and toys
May fill my heart with joy
I'll know peace when I'm your lover boy
I'll be your new school soul
Silver and gold
New desire
Friends on fire
Call me 'lover boy'
Darling I got my trust issues
Warning you stay away
If we meet at the rendezvous
Take me away sunray
Darling I got my trust issues
Warning you stay away
If we meet at the rendezvous
Take me away sunray
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","3,715"
48,Champagne Supernova,Oasis(오아시스),"How many special people change
How many lives are living strange
Where were you while we were getting high?
Slowly walking down the hall
Faster than a cannon ball
Where were you while we were getting high?
Some day you will find me
Caught beneath the landslide
In a champagne supernova in the sky
Some day you will find me
Caught beneath the landslide
In a champagne supernova
A champagne supernova in the sky
Wake up the dawn and ask her why
A dreamer dreams she never dies
Wipe that tear away now from your eye
Slowly walking down the hall
Faster than a cannon ball
Where were you while we were getting high?
Some day you will find me
Caught beneath the landslide
In a champagne supernova in the sky
Some day you will find me
Caught beneath the landslide
In a champagne supernova
A champagne supernova
'Cause people believe that they're
Gonna get away for the summer
But you and I we live and die
The world's still spinning around
We don't know why
Why why why why
How many special people change
How many lives are living strange
Where were you while we were getting high?
Slowly walking down the hall
Faster than a cannon ball
Where were you while we were getting high?
Some day you will find me
Caught beneath the landslide
In a champagne supernova in the sky
Some day you will find me
Caught beneath the landslide
In a champagne supernova
A champagne supernova
'Cause people believe that they're
Gonna get away for the summer
But you and I we live and die
The world's still spinning around
We don't know why
Why why why why
How many special people change
How many lives are living strange
Where were you while we were getting high?
We were getting high
We were getting high
We were getting high
We were getting high
We were getting high
We were getting high
We were getting high
We were getting high
We were getting high
bee 님이 등록해 주신 가사입니다.
가사 오류 제보","6,016"
49,Dai Zero Kan,10-Feet(10-피트),"群れを逸れて夢を咥えた
それが最後になる気がしたんだ
獣は砂を (砂を) 一握り撒いた (撒いた)
それが最後になる気がしたんだ
不確かな夢叶えるのさ 約束の夜に
(Whoa whoa)
微かな風に願うのさ 静寂の朝に (Whoa whoa)
遠い星の少年は
その腕に約束の飾り
まだ旅路の最中さ 幻惑の園に (Whoa whoa)
霞んで消えた轍の先へ
それが最後になる気がしたんだ
手負の夢を紡ぎ直せば
それが最後になる気がしたんだ
熱砂を蹴り抗うのさ 約束の前に (Whoa whoa)
命綱は無いのさ サーカスの夜に (Whoa whoa)
まだ旅路の最中さ
あの場所に加速するさらに
雨上がりのシャンデリア 幻惑の園に
(Whoa whoa)
Swish da 着火 You
Swish da 着火 You
Swish da 着火 You
Swish da 着火 You
迷走 Smash
Dribble trapper kidding me now? (Whoa whoa)
迷走 Smash
Dribble trapper kidding me now?
(Whoa 大丈夫さ)
Coyote steals the sound
Coyote steals the pass
Coyote steals the sound and pass
Swish da 着火 You
Swish da 着火 You
Pass code a 'penetrator'
ベース Bebop
ゲット Triple buzz up ビート (Whoa whoa)
ワンラブ And mercy
Bebop heat check
Vasco da Gama ビート (Whoa whoa)
Pass code a 'penetrator'
ベース Bebop
Wanna buzz up ビート
Just wanna buzz up ビート
脳内更地に Extra pass
クーアザドンイハビ (Whoa whoa)
Swish da 着火 You
Swish da 着火 You
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",741
50,Overdose,natori(なとり),"本当は分かっていた
いけないことだったって、分かっていたのに
この手をすり抜ける全部が愛に見えたの
確かめていた言葉が形になって、揺れるだけ
弾いて、描いて きっと、それだけ
つまらないな、正解の読み合わせ
あとちょっとで分かりかけていたのに
飲んで、吐いて 全部忘れちゃえ
水をまとった本心と鏡合わせ
見つめ、会えたら
Overdose 君とふたり
やるせない日々
解像度の悪い夢を見たい
Overdose 君とふたり
甘いハッタリ
Don't stop it music, darling
本当に分かっている？
いけないことだったって、分かっている？
多分、時間だけが過ぎていく問答で満ちていく
言い訳する間もなく、裸になってしまうだけ
きっと、溜まっていくんだ ずっと
終わってしまえばいいと、ふっと
傷んで腐っていく、
あの甘い果実のように 僕ら、壊れていく
だから踊って、眠って 全部忘れちゃえ
嘘を被ったあなたと隣り合わせ
見つめ、会えたら
Overdose 君とふたり
分かりたいのに
変に間の悪い嘘が嫌い
Overdose 君とふたり
分かりたいのに
Two step from (Hell) with me, darling
Overdose 君とふたり
やるせない日々
解像度の悪い夢を見たい
Overdose 君とふたり
甘いハッタリ
Don't stop it music, darling
Overdose 君とふたり
分からない
けど、変に間の悪い嘘でもいいから
どう、君とふたり 甘いハッタリ
Don't stop it music, darling
Don't stop it music, darling
빨간사과 님이 등록해 주신 가사입니다.
가사 오류 제보",468
51,The Sound of Silence (Electric Version),Simon & Garfunkel(사이먼 앤 가펑클),"Hello darkness my old friend
I've come to talk with you again
Because a vision softly creeping
Left its seeds while I was sleeping
And the vision
That was planted in my brain Still remains
Within the sound of silence
In restless dreams I walked alone
Narrow streets of cobblestone
Neath the halo of a streetlamp
I turned my collar to the cold and damp
When my eyes were stabbed
By the flash of a neon light
Split the night
And touched the sound of silence
And in the naked light I saw
Ten thousand people maybe more
People talking without speaking
People hearing without listening
People writing songs
That voices never shared And no one dared
To stir the sound of silence
Fool said I you do not know
Silence like a cancer grows
Hear my words and I might teach you
Take my arms then I might reach you
But my words like silent raindrops fell
And echoed in the wells of silence
And the people bowed and prayed
To the neon god they'd made
And the sign flashed its warning
In the words that it was forming
And the sign
Said the words of the prophets are
Written on the subway walls
And tenement halls
And whispered in the sounds of silence
journey727 님이 등록해 주신 가사입니다.
가사 오류 제보","11,205"
52,Englishman In New York,Sting(스팅),"I don't drink coffe I take tea my dear
 I like my toast done on the side
 And you can hear it in my accent when I talk
 I'm an Englishman in New York

 See me walking down Fifth Avenue
 A walking cane here at my side
 I take it everywhere I walk
 I'm an Englishman in New York

 I'm an alien
 I'm an legal alien
 I'm an Englishman in New York
 I'm an alien
 I'm an legal alien
 I'm an Englishman in New York

 If ""manners maketh man"" as someone said
 Then he's the hero of the day
 It takes a man to suffer ignorance and smile
 Be yourself no matter what they say

 I'm an alien
 I'm an legal alien
 I'm an Englishman in New York
 I'm an alien
 I'm an legal alien
 I'm an Englishman in New York

 Modesty, propriety can lead to notoriety
 you could end up as the only one
 Gentleness, sobriety are rare in this society
 At night a candle's brighter than the sun

 Takes more than combat gear to make a man
 Takes more than a license for a gun
 Confront your enemies, avoid them when you can
 A gentleman will walk but never run

 If ""manners maketh man"" as someone said
 Then he's the hero of the day
 It takes a man to suffer ignorance and smile
 Be yourself no matter what they say

 I'm an alien
 I'm an legal alien
 I'm an Englishman in New York
 I'm an alien
 I'm an legal alien
 I'm an Englishman in New York
bee 님이 등록해 주신 가사입니다.
가사 오류 제보","4,659"
53,Pretender,OFFICIAL HIGE DANDISM,"君とのラブストーリー
키미토노 라브스토-리
너와의 러브 스토리
それは予想通り
소레와 요소오도오리
그것은 예상대로
いざ始まればひとり芝居だ
이자 하지마레바 히토리시바이다
막상 시작하니 홀로 하는 연극이었어
ずっとそばにいたって
즛토 소바니이탓테
계속 옆에 있어도
結局ただの観客だ
켁쿄쿠 타다노 칸캬쿠다
결국 그냥 관객이야

感情のないアイムソーリー
칸죠노나이 아이무 소-리
감정이 없는 I’m sorry
それはいつも通り
소레와 이츠모도오리
그건 항상 그렇듯이
慣れてしまえば悪くはないけど
나레테시마에바 와루쿠와나이케도
익숙해져보니 나쁘진 않지만
君とのロマンスは人生柄
키미토노 로망스와 진세이가라
너와의 로맨스는 인생에서
続きはしないことを知った
츠즈키와 시나이코토오 싯타
계속되진 않을 거라는 걸 알았어

もっと違う設定で　もっと違う関係で
못토 치가우 셋테이데 못토 치가우 칸케이데
조금 더 다른 설정으로 조금 더 다른 관계로
出会える世界線　選べたらよかった
데아에루 세카이센 에라베타라 요캇타
만날 수 있는 세계선을 골랐다면 좋았을 걸
もっと違う性格で　もっと違う価値観で
못토 치가우 세이카쿠데 못토 치가우 카치칸데
조금 더 다른 성격으로 조금 더 다른 가치관으로
愛を伝えられたらいいな　
아이오츠타에라레타라 이이나
사랑을 전할 수 있었으면 좋겠다
そう願っても無駄だから
소오 네갓테모 무다다카라
그렇게 빌어도 소용없으니까
グッバイ
굿바이
Goodbye

君の運命のヒトは僕じゃない
키미노 운메이노 히토와 보쿠쟈나이
너의 운명의 사람은 내가 아냐
辛いけど否めない
츠라이케도 이나메나이 
괴롭지만 부정할 수 없어 
でも離れ難いのさ
데모 하나레가타이노사
하지만 멀어지긴 어렵네
その髪に触れただけで　
소노카미니 후레타다케데 
그 머리카락에 닿은 것 만으로도
痛いやいやでも
이타이야 이야데모
아파 아냐 그래도
甘いな　いやいや
아마이나 이야이야
달콤하구나 아냐아냐
グッバイ
굿바이
Goodbye

それじゃ僕にとって君は何？
소레쟈 보쿠니 톳테 키미와 나니?
그렇다면 내게 너는 어떤 존재야?
答えは分からない　分かりたくもないのさ
코타에와 와카라나이 와카리타쿠모나이노사
정답은 알 수 없어 알고 싶지도 않아
たったひとつ確かなことがあるとするのならば
탓타 히토츠 타시카나 코토가 아루토 스루노나라바
딱 하나 확실한 것이 있다고 한다면
「君は綺麗だ」
“키미와 키레이다”
“넌 아름다워”

誰かが偉そうに
다레카가 에라소오니
누군가가 잘난 듯이
語る恋愛の論理
카타루 렌아이노 론리
말하는 연애의 논리
何ひとつとしてピンとこなくて
나니 히토츠토시테 핀토 코나쿠테
무엇 하나도 딱 꽂히는게 없어서
飛行機の窓から見下ろした
히코오키노 마도카라 미오로시타
비행기의 창밖으로 내려다 본
知らない街の夜景みたいだ
시라나이 마치노 야케이미타이다
모르는 거리의 야경같아

もっと違う設定で　もっと違う関係で
못토 치가우 셋테이데 못토 치가우 칸케이데
조금 더 다른 설정으로 조금 더 다른 관계로
出会える世界線　選べたらよかった
데아에루 세카이센 에라베타라 요캇타
만날 수 있는 세계선을 골랐어야 했어
いたって純な心で　叶った恋を抱きしめて
이탓테 쥰나 코코로데 카낫타 코이오 다키시메테
아주 순수한 마음으로 이뤄진 사랑을 감싸안고
「好きだ」とか無責任に言えたらいいな
“스키다”토 무세키닌니 이에타라 이이나
“좋아해”라고 무책임하게 말할 수 있다면 좋겠어
そう願っても虚しいのさ
소오 네갓테모 무나시이노사
그렇게 빌어도 허무할 뿐야
グッバイ
굿바이
Goodbye

繋いだ手の向こうにエンドライン
츠나이다 테노 무코오니 엔도라인
잡은 손의 저 편에 있는 엔드 라인
引き伸ばすたびに　疼きだす未来には
히키노바스타비니 우즈키다스 미라이니와
잡아 늘릴 때마다 꿈틀거리는 미래에는
君はいないその事実に Cry…
키미와 이나이 소노 지지츠니 Cry...
너는 없어 그 사실에 Cry...
そりゃ苦しいよな
소랴 쿠루시이요나
그야 괴롭겠지
グッバイ
굿바이
Goodbye

君の運命のヒトは僕じゃない
키미노 운메이노 히토와 보쿠쟈나이
너의 운명의 사람은 내가 아냐
辛いけど否めない
츠라이케도 이나메나이 
괴롭지만 부정할 수 없어 
でも離れ難いのさ
데모 하나레가타이노사
하지만 멀어지긴 어렵네
その髪に触れただけで　
소노카미니 후레타다케데 
그 머리카락에 닿은 것 만으로도
痛いやいやでも
이타이야 이야데모
아파 아냐 그래도
甘いな　いやいや
아마이나 이야이야
달콤하구나 아냐아냐
グッバイ
굿바이
Goodbye

それじゃ僕にとって君は何？
소레쟈 보쿠니 톳테 키미와 나니?
그렇다면 나에게 있어 너는 어떤 존재야?
答えは分からない　分かりたくもないのさ
코타에와 와카라나이 와카리타쿠모나이노사
정답은 알 수 없어 알고 싶지도 않아
たったひとつ確かなことがあるとするのならば
탓타 히토츠 타시카나 코토가 아루토 스루노나라바
딱 하나 확실한 것이 있다고 한다면
「君は綺麗だ」
“키미와 키레이다”
“넌 아름다워”

それもこれもロマンスの定めなら
소레모 코레모 로망스노 사다메나라　
이것도 저것도 로맨스의 운명이라면
悪くないよな
와루쿠나이요나
나쁘진 않구나
永遠も約束もないけれど
에이엔모 야쿠소쿠모 나이케레도
영원도 약속도 없지만
「とても綺麗だ」
“토테모 키레이다”
“정말 아름다워”
구름 님이 등록해 주신 가사입니다.
가사 오류 제보",710
54,"Take Me Home, Country Roads",John Denver(존 덴버),"Almost heaven west Virginia
Blue Ridge Mountains Shenandoah river
Life is old there older than the trees
Younger than the mountains blowin' like a breeze

Country roads take me home
To the place I belong
West Virginia mountain momma
Take me home country roads

All my memories gather round her
Miner's lady stranger to blue water
Dark and dusty painted on the sky
Misty taste of moonshine teardrop in my eyes

Country roads take me home
To the place I belong
West Virginia mountain momma
Take me home country roads

I hear a voice in the morning how she calls me
The radio reminds me of my home far away
Drivin' down the road I get a feelin'
That I should been home yesterday yesterday

Country roads take me home
To the place I belong
West Virginia mountain momma
Take me home country roads

Country roads take me home
To the place I belong
West Virginia mountain momma
Take me home country roads
Take me home country roads
Take me home country roads
hansonized 님이 등록해 주신 가사입니다.
가사 오류 제보","12,641"
55,Hotel California (2013 Remaster),Eagles(이글스),"On a dark desert highway cool wind in my hair
Warm smell of colitas rising up through the air
Up ahead in the distance
I saw a shimmering light
My head grew heavy and my sight grew dim
I had to stop for the night
There she stood in the doorway
I heard the mission bell
And I was thinking to myself
This could be Heaven or this could be Hell
Then she lit up a candle
And she showed me the way
There were voices down the corridor
I thought I heard them say
Welcome to the Hotel California
Such a lovely place (Such a lovely place)
Such a lovely face
Plenty of room at the Hotel California
Any time of year (Any time of year)
You can find it here
Her mind is Tiffany twisted
She got the Mercedes Benz
She got a lot of pretty
Pretty boys she calls friends
How they dance in the courtyard
Sweet summer sweat
Some dance to remember
Some dance to forget
So I called up the Captain
Please bring me my wine
He said We haven't had that spirit here
Since nineteen sixty nine
And still those voices are calling
from far away
Wake you up in the middle of the night
Just to hear them say
Welcome to the Hotel California
Such a lovely place (Such a lovely place)
Such a lovely face
They livin' it up at the Hotel California
What a nice surprise (What a nice surprise)
Bring your alibis
Mirrors on the ceiling
The pink champagne on ice
And she said We are all just prisoners here
Of our own device
And in the master's chambers
They gathered for the feast
They stab it with their steely knives
But they just can't kill the beast
Last thing I remember
I was running for the door
I had to find the passage back to the place
I was before
Relax said the night man
We are programmed to receive
You can check out any time you like
But you can never leave
pump12000@hanmail.net 님이 등록해 주신 가사입니다.
가사 오류 제보",677
56,Harunohi,aimyon,"北千住駅のプラットホーム
키타세은쥬우에키노 프랏토호오무
키타센쥬역의 플랫폼

銀色の改札
기은이로노 카이사츠
은빛을 띄는 개찰구

思い出話と 想い出ふかし
오모이데바나시토 오모이데후카시
추억을 이야기하며 기억을 떠올리며

腰掛けたベンチで
코시카케타 베은치데
걸터앉았던 벤치에서

僕らは何も見えない
보쿠라와 나니모 미에나이
우리들은 아무것도 보이지 않는

未来を誓い合った
미라이오 치카이아앗타
미래를 굳게 약속했어

寒さにこらえた木々と猫が
사무사니 코라에타 키기토 네코가
추위에 웅크린 나무들과 고양이가

まるで僕らのことで
마루데 보쿠라노코토데
마치 우리를 보는 것 같아

蕾を咲かせようと実を揺らしてる
츠보미오 사카세요오토 미오 유라시테루
꽃봉오리를 피우자며 열매를 흔들고 있네

素敵に笑っている
스테키니 와랏테이루
아름답게 웃고 있어

焦らないでいい
아세라나이데이이
초조해하지 않아도 돼

いつか花束になっておくれよ
이츠카 하나타바니낫테 오쿠레요
언젠가 꽃다발이 되기를

それまで待っていてね
소레마데 맛테이테네
그때까지 기다리고 있어줘

これからの展開をふたりで
코레카라노 텐카이오 후타리데
앞으로 일어날 전개를 두 사람이서

飽きるまで過ごしてみるからね
아키루마데 스고시테미루카라네
질릴 때까지 함께 있을 테니까

最低限の愛を伝えながら
사이테이겐노 아이오 츠타에나가라
최저한의 사랑을 전해가면서

どんな未来が
도은나 미라이가
어떤 미래가

こちらを覗いてるかな
코치라오 노조이테이루카나
우리를 내려다보고 있을까

君の強さと僕の弱さをわけ合えば
키미노 츠요사토 보쿠노요와사오 와케아에바
너의 강한 부분과 나의 약한 부분을 서로 나누면

どんな凄いことが起きるかな？
도은나 스고이코토가 오키루카나?
얼마나 멋진 일이 일어나는 걸까?

ほら もうこんなにも幸せ
호라 모오코은나니모 시아와세
봐 벌써 이렇게나 행복해

いつかはひとり いつかはふたり
이츠카와 히토리 이츠카와 후타리
어떨 때는 혼자서 어떨 때는 둘이서

大切を増やしていこう
다이세츠오 후야시테유코오
소중한 것들을 늘려가자

北千住駅をフワっと歩く
키타세은쥬에키오 후왓토 아루쿠
키타센쥬역을 가볍게 걷는

藍色のスカート
아이이로노 스카아토
남색 스커트

いつになく遠く遠くに見える
이츠니나쿠 토오쿠 토오쿠니 미에루
유난히 멀리 멀리 있는 것처럼 보이네

加速する足音
카소쿠스루 아시오토
빨라지는 발소리

素直じゃないと
스나오쟈나이토
솔직하지 않으면

いけないような気がしたよ
이케나이요오나 키가시타요
안될 것 같은 느낌이 들었어

優しさに甘えすぎて
야사시사니 아마에스기테
상냥함에 너무 기대버려서

怯えすぎた男の背中に
오비에스기타 오토코노 세나카니
겁먹은 남자의 등을

掌を添えてくれるのはもう
테노히라오 소에테쿠레루노와 모오
토닥여줄 사람은 이제

前を歩く君じゃなきゃダメだから
마에오 아루쿠 키미쟈나캬 다메다카라
앞으로 나아가는 네가 아니면 안되니까

どうか未来が
도오카 미라이가
부디 미래가

こちらに手を振ってほしい
코치라니 테오 훗테호시이
우리에게 손을 흔들어주기를

日々の辛さと僕の体が
히비노 츠라사토 보쿠노 카라다가
힘든 일상과 나의 몸이

だらしなく帰る場所を探し続けている
다라시나쿠 카에루바쇼오 사가시츠즈케테이루
비틀거리며 돌아갈 장소를 찾아 헤매고 있어

ほら もうこんなにも夕焼け
호라 모오 코은나니모 유우야케
봐 벌써 이렇게나 새빨간 노을

いつかの灯り思い出すとき
이츠카노 아카리 오모이다스토키
예전에 보았던 불빛이 기억날 때

大切に気づくのでしょう
타이세츠니 키즈쿠노데쇼오
소중함을 깨닫는 거겠지

焦らないでいい
아세라나이데이이
초초해하지 않아도 괜찮아

いつか花束になっておくれよ
이츠카 하나타바니나앗테 오쿠레요
언젠가 꽃다발이 되기를

僕らは何も見えない
보쿠라와 나니모 미에나이
우리들은 아무것도 보이지 않는

未来を誓い合った
미라이오 치카이아앗타
미래를 굳게 약속했어

どんな未来が
도은나 미라이가
어떤 미래가

こちらを覗いてるかな
코치라오 노조이테이루카나
우리를 내려다보고 있을까

君の強さと僕の弱さをわけ合えば
키미노 츠요사토 보쿠노요와사오 와케아에바
너의 강한 부분과 나의 약한 부분을 서로 나누면

どんな凄いことが起きるかな？
도은나 스고이코토가 오키루카나?
얼마나 멋진 일이 일어나는 걸까?

ほら もうこんなにも幸せ
호라 모오코은나니모 시아와세
봐 벌써 이렇게나 행복해

いつかはひとり いつかはふたり
이츠카와 히토리 이츠카와 후타리
어떨 때는 혼자서 어떨 때는 둘이서

いや もっと もっと
이야 못토 못토
아니 좀 더 좀 더

大切を増やしていこう
다이세츠오 후야시테유코오
소중한 것들을 늘려가자

住み慣れた駅のプラットホーム
스미나레타에키노 프랏토호오무
익숙해진 역의 플랫폼

水色に挨拶
미즈이로니 아이사츠
물빛에 인사

「お帰りなさい」と
「오카에리나사이」토
「어서 와요」라고

小さく揺れる影を踏む幸せ
치이사쿠 유레루카게오 흐무 시아와세
살며시 흔들리는 그림자를 밟아보는 행복
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",768
57,What Am I,Why Don't We(와이 돈 위),"I met her on a monday evening
She was standing outside of
The park and ride
And I said hey ma where you been?
Been looking for a woman
Like you for all my life
And she said hola talk to me
Before I have to leave
And one day we could be
Maybe more than two lost souls
Just passing by
Knew I was falling
When I looked inside your eyes
She said I know you are
But what am I?
Tell me have you seen a sunset
Turn into a sunrise?
Kiss right through the night?
'Cause we should try that sometime
Hold you 'til the mornin'
And if I said I'm fallin' would you just reply
I know you are but what am I?
(Ah ooh ah ooh)
What am I?
(Ah ooh)
What am I?
(Ah ooh)
Open the door to my apartment
When we get in
Kissin' on my neck
And throw my jacket to the side
I know your heart is beating quick
And if you put your head on my chest
Hear the same in mine yeah
And we'll be making love
Until the sun comes up
But one day maybe I
I could put a ring on your finger
Before you change your mind yeah
Knew I was falling
When I looked inside your eyes
She said I know you are
But what am I?
Tell me have you seen a sunset
Turn into a sunrise?
Kiss right through the night?
'Cause we should try that sometime
Hold you 'til the mornin'
And if I said I'm fallin' would you just reply
I know you are but what am I?
(Ah ooh ah ooh)
What am I?
(Ah ooh)
What am I?
(Ah ooh)
What am I?
(Ah ooh)
Tell me have you seen a sunset
Turn into a sunrise?
Kiss right through the night?
'Cause we should try that sometime
Hold you 'til the mornin'
And if I said I'm fallin'
Would you just reply?
I know you are but what am I?
Tell me have you seen a sunset (Yeah)
Turn into a sunrise?
Kiss right through the night?
'Cause we should try that sometime
Hold you 'til the mornin'
And if I said I'm fallin'
Would you just reply
I know you are but what am I?
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","2,472"
58,We Are Never Ever Getting Back Together,Taylor Swift(테일러 스위프트),"I remember when we broke up the first time
Saying This is it I've had enough 'cause like
We hadn't seen each other in a month
When you said you needed space what
Then you come around again and say
Baby I miss you and I swear
I'm gonna change trust me
Remember how that lasted for a day
I say I hate you we break up
You call me I love you
Ooh we called it off again last night
But ooh this time I'm telling you
I'm telling you
We are never ever ever
Getting back together
We are never ever ever
Getting back together
You go talk to your friends
Talk to my friends talk to me
But we are never ever ever ever
Getting back together
Like ever
I'm really gonna miss you picking fights
And me falling for it screaming that I'm right
And you would hide away
And find your peace of mind
With some indie record
That's much cooler than mine
Ooh you called me up again tonight
But ooh this time I'm telling you
I'm telling you
We are never ever ever
Getting back together
We are never ever ever
Getting back together
You go talk to your friends
Talk to my friends talk to me
Talk to me
But we are never ever ever ever
Getting back together
Ooh yeah ooh yeah ooh yeah
Oh oh oh
I used to think that we were forever ever
And I used to say Never say never
Uggg so he calls me up and he's like
I still love you
And I'm like I just I mean this is exhausting
You know like
We are never getting back together
Like ever
No
We are never ever ever
Getting back together
We are never ever ever
Getting back together
You go talk to your friends
Talk to my friends talk to me
But we are never ever ever ever
Getting back together
We ooh getting back together
We ooh getting back together
You go talk to your friends
Talk to my friends
Talk to me talk to me
But we are never ever ever ever
Getting back together
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",911
59,Goodbye Yellow Brick Road (Remastered 2014),Elton John(엘튼 존),"When are you gonna come down?
When are you going to land?
I should have stayed on the farm
I should have listened to my old man
You know you can't hold me forever
I didn't sign up with you
I'm not a present for your friends to open
This boy's too young to be singing
The blues, ah, ah
So goodbye yellow brick road
Where the dogs of society howl
You can't plant me in your penthouse
I'm going back to my plough
Back to the howling old owl in the woods
Hunting the horny back toad
Oh, I've finally decided my future lies
Beyond the yellow brick road
Ah, ah
What do you think you'll do then?
I bet they'll shoot down the plane
It'll take you a couple of vodka and tonics
To set you on your feet again
Maybe you'll get a replacement
There's plenty like me to be found
Mongrels who ain't got a penny
Sniffing for tidbits like you
On the ground, ah, ah
So goodbye yellow brick road
Where the dogs of society howl
You can't plant me in your penthouse
I'm going back to my plough
Back to the howling old owl in the woods
Hunting the horny back toad
Oh, I've finally decided my future lies
Beyond the yellow brick road
Ah, ah
하나마나 님이 등록해 주신 가사입니다.
가사 오류 제보",348
