,제목,가수,가사,좋아요
29,평행선,문희옥,"나는 나밖에 모르고
너는 너밖에 모르고
그래서 우리는
똑같은 길을 걷지 평행선
나는 나밖에 몰랐지
너는 너밖에 몰랐지
그래서 우리는
만날 수 없는 거야 평행선
아직 사랑하고 있는데
서로 바라보고 싶은데
나는 다가서지 못하고
다른 길을 가고 있어
우리 서로 다시 만날 수 없는가
캄캄한 미로를 헤매이네
우리 서로 사랑할 수는 없는가
끝없는 평행선 걷고 있네
나는 나밖에 모르고
너는 너밖에 모르고
그래서 우리는
똑같은 길을 걷지 평행선
나는 나밖에 몰랐지
너는 너밖에 몰랐지
그래서 우리는
만날 수 없는 거야 평행선
아직 사랑하고 있는데
서로 바라보고 싶은데
나는 다가서지 못하고
다른 길을 가고 있어
우리 서로 다시 만날 수 없는가
캄캄한 미로를 헤매이네
우리 서로 사랑할 수는 없는가
끝없는 평행선 걷고 있네
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",437
30,테스형!,나훈아,"어쩌다가 한바탕 턱 빠지게 웃는다
그리고는 아픔을 그 웃음에 묻는다
그저 와준 오늘이 고맙기는 하여도
죽어도 오고 마는 또 내일이 두렵다
아 테스형 세상이 왜 이래 왜 이렇게 힘들어
아 테스형 소크라테스형 사랑은 또 왜 이래
너 자신을 알라며 툭 내뱉고 간 말을
내가 어찌 알겠소 모르겠소 테스형
울 아버지 산소에 제비꽃이 피었다
들국화도 수줍어 샛노랗게 웃는다
그저 피는 꽃들이 예쁘기는 하여도
자주 오지 못하는 날 꾸짖는 것만 같다
아 테스형 아프다 세상이 눈물 많은 나에게
아 테스형 소크라테스형 세월은 또 왜 저래
먼저가본 저세상 어떤 가요 테스형
가보니까 천국은 있던 가요 테스형
아 테스형 아 테스형 아 테스형 아 테스형
아 테스형 아 테스형 아 테스형 아 테스형
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","2,061"
31,어느 60대 노부부이야기,임영웅,"곱고 희던 그 손으로
넥타이를 메어주던 때
어렴풋이 생각나오
여보 그 때를 기억하오
막내아들 대학 시험
뜬 눈으로 지새던 밤들
어렴풋이 생각나오
여보 그 때를 기억하오
세월을 그렇게 흘러
여기까지 왔는데
인생은 그렇게 흘러
황혼에 기우는데
큰 딸아이 결혼식 날
흘리던 눈물 방울이
이제는 모두 말라
여보 그 눈물을 기억하오
세월은 그렇게 흘러
여기까지 왔는데
인생은 그렇게 흘러
황혼에 기우는데
세월은 그렇게 흘러
여기까지 왔는데
인생은 그렇게 흘러
황혼에 기우는데
다시 못 올 그 먼 길을
어찌 혼자 가려하오
여기 날 홀로 두고
여보 왜 한마디 말이 없소
여보 안녕히 잘 가시게
여보 안녕히
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","6,596"
32,니가 왜 거기서 나와 (Narr. 고은아),영탁,"어디야?
집이야 피곤해서 일찍 자려구
아 그래? 잠깐 볼랬더니
오늘 피곤했나 보네 언능 자
어 끊어
근데 니가
니가 왜 거기서 나와
니가 왜 거기서 나와
사랑을 믿었었는데
발등을 찍혔네
그래 너 그래 너 야 너
니가 왜 거기서 나와
피곤하다 하길래
잘자라 했는데
혹시나 아픈건가
걱정도 했는데
뭐하는데
여기서 뭐하는데
도대체
너네집은 연신내
난 지금 강남에
시끄런 클럽을
무심코 지나는데
이게 누구십니까
니가 왜 거기서 나와
니가 왜 거기서 나와
내 눈을 의심해보고
보고 또 보아도
딱봐도 너야
오마이 너야
니가 왜 거기서 나와
니가 왜 거기서 나와
사랑을 믿었었는데
발등을 찍혔네
그래 너 그래 너 야 너
이런건 사랑이 아냐
노는 남자 싫다매
술은 못한다매
그것 땜에 나는 다
끊어버렸는데
지금 넌 왜
혀가 꼬이는 건데
도대체
근데 지금 니 옆에
이 남잔 누군데
교회 오빠하고
클럽은 왜 왔는데
너네 집 불교잖아
니가 왜 거기서 나와
니가 왜 거기서 나와
내 눈을 의심해보고
보고 또 보아도
딱봐도 너야
오 마이 너야
니가 왜 거기서 나와
니가 왜 거기서 나와
사랑을 믿었었는데
발등을 찍혔네
그래 너 그래 너 야너
이런건 사랑이 아냐
그래 너 그래 너 야너
니가 왜 거기서 나와
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","4,070"
33,찐이야,영탁,"찐찐찐찐 찐이야 완전 찐이야
진짜가 나타났다 지금
찐찐찐찐 찐이야 완전 찐이야
찐하게 사랑할 거야
요즘 같이 가짜가 많은 세상에
믿을 사람 바로 당신 뿐
내 모든 걸 다 줘도 아깝지 않은
내 인생에 전부인 사람
끌리네 끌리네 자꾸 끌리네
쏠리네 쏠리네 자꾸 쏠리네
심장을 훔쳐간 사람
찐찐찐찐 찐이야 완전 찐이야
진짜가 나타났다 지금
찐찐찐찐 찐이야 완전 찐이야
찐하게 사랑할 거야
찐이야
요즘 같이 가짜가 많은 세상에
믿을 사람 바로 당신 뿐
내 모든 걸 다 줘도 아깝지 않은
내 인생에 전부인 사람
끌리네 끌리네 자꾸 끌리네
쏠리네 쏠리네 자꾸 쏠리네
심장을 훔쳐간 사람
찐찐찐찐 찐이야 완전 찐이야
진짜가 나타났다 지금
찐찐찐찐 찐이야 완전 찐이야
찐하게 사랑할 거야
찐하게 찐하게 찐하게 찐하게
찐찐찐찐 찐이야 완전 찐이야
진짜가 나타났다 지금
찐찐찐찐 찐이야 완전 찐이야
찐하게 사랑할 거야
찐하게 찐하게 찐하게 찐하게
사랑할 거야
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","4,321"
34,아모르 파티,김연자,"산다는 게 다 그런 거지
누구나 빈손으로 와
소설같은 한 편의 얘기들을
세상에 뿌리며 살지
자신에게 실망하지마
모든 걸 잘할 순 없어
오늘보다 더 나은 내일이면 돼
인생은 지금이야
아모르 파티
아모르 파티
인생이란 붓을 들고서
무엇을 그려야할지
고민하고 방황하던 시간이
없다면 거짓말이지
말해 뭐해 쏜 화살처럼
사랑도 지나갔지만
그 추억들 눈이 부시면서도
슬펐던 행복이여
나이는 숫자 마음이 진짜
가슴이 뛰는대로 가면 돼
이제는 더이상 슬픔이여 안녕
왔다 갈 한 번의 인생아
연애는 필수 결혼은 선택
가슴이 뛰는대로 하면 돼
눈물은 이별의 거품일 뿐이야
다가올 사랑은 두렵지 않아
아모르 파티
아모르 파티
말해 뭐해 쏜 화살처럼
사랑도 지나갔지만
그 추억들 눈이 부시면서도
슬펐던 행복이여
나이는 숫자 마음이 진짜
가슴이 뛰는대로 가면 돼
이제는 더이상 슬픔이여 안녕
왔다 갈 한 번의 인생아
연애는 필수 결혼은 선택
가슴이 뛰는대로 하면 돼
눈물은 이별의 거품일 뿐이야
다가올 사랑은 두렵지 않아
아모르 파티
아모르 파티
아모르 파티
bugsmanager 님이 등록해 주신 가사입니다.
가사 오류 제보","6,405"
35,당신은 내 사랑 (Duet) (Feat. 김양),남진,"하늘에서 맺어준 인연 나는 당신 짝이 되어
이 세상이 변한다 해도 난 오직 당신뿐이야
두 마음 하나 되어 영원토록 애지중지 사랑합니다
이리 보고 저리 봐도 내 사랑
오늘 보고 내일 봐도 좋아요
아 아 비가 오나 눈이 오나 당신만을 사랑할 거야
그대 향기 가슴에 차면 나는 당신 짝이 되어
외로울 땐 손 잡아주고 아프면 감싸 줄께요
두 마음 하나 되어 영원토록 애지중지 사랑합니다
이리 보고 저리 봐도 내 사랑
오늘 보고 내일 봐도 좋아요
아 아 비가 오나 눈이 오나 당신만을 사랑할 거야
이리 보고 저리 봐도 내 사랑
오늘 보고 내일 봐도 좋아요
아 아 비가 오나 눈이 오나 당신만을 사랑할 거야
애지중지 사랑합니다
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",3
36,목포행 완행열차,장윤정,"목포행 완행열차 마지막 기차 떠나가고
늦은 밤 홀로 외로이 한 잔 술에 몸을 기댄다
우리의 사랑은 이제 여기까지가 끝인가요
우리의 짧은 인연도 여기까지가 끝인가요
잘 가요 인사는 못해요 아직 미련이 남아서
언젠가 우리 다시 만나는 그날 그냥 편히 웃을 수 있게
우리의 사랑은 이제 여기까지가 끝인가요
우리의 짧은 인연도 여기까지가 끝인가요
잘 가요 인사는 못해요 아직 미련이 남아서
언젠가 우리 다시 만나는 그날 그냥 편히 웃을 수 있게
그냥 편히 안을 수 있게
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","1,830"
37,사랑아,장윤정,"안돼요 안돼 날 두고 떠나면 안돼 
그렇겐 못해 난 절대 보낼 순 없어 

갈테면 가봐 모든 걸 잊고 떠나봐
그땐 뒤돌아서 후회를 할거야

희미한 기억속에 너의 이름 불러도 
다신 볼수 없던 사랑한 사람

사랑아 나를 두고 떠나가지마 
내맘 주고 가려거든 다신 나를 찾지마

언젠가 그대 나를 찾는 다해도 
그땐 내가 먼저 뒤돌아서 그대 볼수 없으리

안돼요 안돼 날 두고 떠나면 안돼 
그렇겐 못해 난 절대 보낼 순 없어 

갈테면 가봐 모든 걸 잊고 떠나봐
그땐 뒤돌아서 후회를 할거야

희미한 기억속에 너의 이름 불러도 
다신 볼수 없던 사랑한 사람

사랑아 나를 두고 떠나가지마 
내맘 주고 가려거든 다신 나를 찾지마

언젠가 그대 나를 찾는 다해도 
그땐 내가 먼저 뒤돌아서 그대 볼수 없으리
ktw615 님이 등록해 주신 가사입니다.
가사 오류 제보","45,321"
38,사내,나훈아,"큰 소리로 울면서 이 세상에 태어나
가진 것은 없어도 비굴하진 않았다
때론 사랑에 빠져 비틀댄 적 있지만 
입술 한 번 깨물고 사내답게 웃었다
긴가민가하면서 조마조마하면서 
설마설마하면서 부대끼며 살아온
이 세상을 믿었다 나는 나를 믿었다 
추억 묻은 친구야 물론 너도 믿었다 
간 주 중 ♪
벌거벗은 몸으로 이 세상에 태어나 
자랑할 건 없어도 부끄럽지도 않아 
한 때 철없던 시절 방황한적 있지만 
소주 한 잔 마시고 사내답게 잊었다 
긴가민가하면서 조마조마하면서 
설마설마하면서 부대끼며 살아온 
이 세상을 믿었다 나는 나를 믿었다 
추억 묻은 친구야 물론 너도 믿었다 
미련 같은 건 없다 후회 역시도 없다 
사내답게 살다가 사내답게 갈 거다 
사내답게 갈 거다
눈길 님이 등록해 주신 가사입니다.
가사 오류 제보",520
39,우리는 백과사전,양남진,"청춘도 가고 세월도 갔지만
우리는 오늘도 건강하다
우리는 신 노인 백과사전
지식과 경험이 말하고 있다
오늘도 백과사전은 살아 있단다
세상을 이끌어 가는 백과사전
노인이 있기에 오늘이 있고
오늘이 있기에 희망이 있다
지나간 세월은 헛되지 않았다
후손들이 누리고 있기 때문이다
노인의 땀이 선진국이 되고
노인의 피가 대한민국이 되었다
아 장하다 노인이여
훌륭하다 신 노인이여
노인들의 발자욱이 근대화를 만들었다
힘을 내세요 용기를 내세요
당신은 우리의 백과사전
백세 시대가 되었습니다
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",0
40,안동역에서,진성,"바람에 날려버린 허무한 맹세였나 
첫눈이 내리는 날 안동역 앞에서 
만나자고 약속한 사람 
새벽부터 오는 눈이 무릎까지 덮는데 
안 오는 건지 못 오는 건지 오지 않는 사람아 
안타까운 내 마음만 녹고 녹는다 
기적소리 끊어진 밤에 

어차피 지워야 할 사랑은 꿈이였나 
첫눈이 내리는 날 안동역 앞에서 
만나자고 약속한 사람 
새벽부터 오는 눈이 무릎까지 덮는데 
안 오는 건지 못 오는 건지 대답 없는 사람아 
기다리는 내 마음만 녹고 녹는다 
기다리는 내 마음만 녹고 녹는다 
기다리는 안동역에서
bugsmanager 님이 등록해 주신 가사입니다.
가사 오류 제보","3,179"
41,오늘 밤에,홍진영,"오늘 밤에 아무도 모르게
너랑 둘이서 둘이서 사랑을 할거야
오늘 밤에 아무도 모르게
뚜뚜 뚜루 뚜뚜 뚜두르
이 밤이 무서워 난 네가 없으면
내 곁에 좀 더 머물러요
리듬 속 너와 내가 춤을 출 때면
그 순간이 행복할거야
Baby 너랑 나랑 우리 둘이 영원하도록
사랑의 맹세를 난 약속할거야
오늘 밤에 아무도 모르게
너랑 둘이서 둘이서 사랑을 할거야
오늘 밤에 아무도 모르게
둘이서 하는 불장난
후우 후우 후우
뚜뚜 뚜루 뚜뚜 뚜두르
사랑이 뭐냐고 물어보신다면
나의 대답은 말해 뭐해
불타는 마음으로 지켜줄거야
당신만이 곁에 있다면
Baby 너랑 나랑 우리 둘이 영원하도록
사랑의 맹세를 난 약속할거야
오늘 밤에 아무도 모르게
너랑 둘이서 둘이서 사랑을 할거야
오늘 밤에 아무도 모르게
뚜뚜 뚜루 뚜뚜 뚜두르
꿈이라면 깨지 않게 해줘
떠나가지마 가지마 가지마 가지마
오늘 밤에 아무도 모르게
둘이서 하는 불장난
후우 후우 후우
뚜뚜 뚜루 뚜뚜 뚜두르
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","3,517"
42,다시 사랑한다면 (김필 Ver.),임영웅,"다시 태어난다면 다시 사랑한다면
그때는 우리 이러지 말아요
조금 덜 만나고 조금 덜 기대하며
많은 약속 않기로 해요
다시 이별이 와도 서로 큰 아픔 없이
돌아설 수 있을 만큼
버려도 되는 가벼운 추억만
서로의 가슴에 만들기로 해요
이젠 알아요 너무 깊은 사랑은
외려 슬픈 마지막을 가져 온다는 걸
그대여 빌게요 다음 번의 사랑은
우리 같지 않길 부디 아픔이 없이
나
꼭 나보다 더 행복해져야만 해
많은 시간이 흘러 서로 잊고 지내도
지난 날을 회상하며
그 때도 이건 사랑이었다고
말할 수 있다면 그걸로 된 거죠
이젠 알아요 너무 깊은 사랑은
외려 슬픈 마지막을 가져 온다는 걸
그대여 빌게요 다음 번의 사랑은
우리 같지 않길 부디 아픔이 없이
이젠 알아요 영원할 줄 알았던
그대와의 사랑마저 날 속였다는 게
그보다 슬픈 건 나 없이 그대가
행복하게 지낼 먼 훗날의 모습
나
내 마음을 하늘만은 알기를
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","4,738"
43,"날 봐, 귀순",대성,"안녕하세요 대성입니다하하하하하
날 봐 날 봐 귀순 날 봐 날 봐 귀순
날 봐 날 봐 지금 당장 날 봐요 
날 봐 날 봐 귀순 날 봐 날 봐 귀순
날 봐 날 봐 날 봐요 
여보 당신 애기 뭐라 불러 드릴까?
내 님은 지금 무얼 하고 있을까?
밥은 먹을까 잠은 잘 잘까
하루 온 종일 우리 공주님 생각 뿐 
가슴이 콩당 콩당 콩당
사랑을 속닥 속닥 속닥
자기야 날 봐 어딜 봐 날 봐
내 정열을 그대에게 다 바치리 
날 봐 날 봐 귀순 날 봐 날 봐 귀순
날 봐 날 봐 지금 당장 날 봐요 
날 봐 날 봐 귀순 날 봐 날 봐 귀순
날 봐 날 봐 날 봐요
그대도 나를 떠 올리고 있을까?
하늘같은 서방님 기다렸을까?
이런 저런 행복한 고민 속에 
하루가 또 흐르지요
눈물이 주루루룩 콧물이 후루루룩
배가 또 살랑 살랑 간질 간질
설레이는 그대만의 향기여 
날 봐 날 봐 귀순 날 봐 날 봐 귀순
날 봐 날 봐 지금 당장 날 봐요 
날 봐 날 봐 귀순 날 봐 날 봐 귀순
날 봐 날 봐 날 봐요 
너무 예뻐 정말 귀여워
요 쏘 섹시 앙 깨물어 주고 싶어
한 평생 다 가도록 당신과 살고 싶어
내 청춘을 오 베이베
날 봐 잘 봐 이 몸 짓을 
날 봐 날 봐 귀순 날 봐 날 봐 귀순
날 봐 날 봐 지금 당장 날 봐요 
날 봐 날 봐 귀순 날 봐 날 봐 귀순
날 봐 날 봐 날 봐요
귀순아~
lsh818lim 님이 등록해 주신 가사입니다.
가사 오류 제보","42,513"
44,아파트,윤수일,"별빛이 흐르는 다리를 건너 
바람 부는 갈대숲을 지나
언제나 나를 언제나 나를 
기다리던 너의 아파트
그리운 마음에 전화를 하면 
아름다운 너의 목소리 
언제나 내게 언제나 내게 
속삭이던 너의 목소리
흘러가는 강물처럼 
흘러가는 구름처럼 
머물지 못해 떠나가 버린 
너를 못 잊어~ 
오늘도 바보처럼 미련 때문에 
다시 또 찾아왔지만
 아무도 없는 아무도 없는 
쓸쓸한 너의 아파트

흘러가는 강물처럼 
흘러가는 구름처럼 
머물지 못해 떠나가 버린 
너를 못 잊어~ 
오늘도 바보처럼 미련 때문에 
다시 또 찾아왔지만 
아무도 없는 아무도 없는 
쓸쓸한 너의 아파트
아무도 없는 아무도 없는 
쓸쓸한 너의 아파트
아무도 아무도 없는 아무도 없는 
쓸쓸한 너의 아파트
아무도 아무도 없는 아무도 없는 
쓸쓸한 너의 아파트
sin2817 님이 등록해 주신 가사입니다.
가사 오류 제보","3,368"
45,사랑 참,장윤정,"잡힐 듯 잡히지 않는
사랑이 너무 아쉬워
다가가면 더 멀어지는
사랑 참 힘드네요
보일 듯 보이지 않는
사랑이 너무 아파서
시린 가슴 애써 달래도
사랑 참 힘드네요
참을 만해요 괜찮아요
힘들면 좀 어때요
사랑을 잃은 아픔보다
참는 게 더 쉬워요
들리나요 사랑아
내 슬픈 사랑아
보이나요 사랑아
내 아픈 사랑아
사랑 참 힘드네요
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","1,453"
46,보릿고개,진성,"아야 뛰지마라 배꺼질라
가슴시린 보릿고개 길
주린 배 잡고 물 한바가지 배 채우시던
그 세월을 어찌 사셨소
초근목피에 그시절 바람결에 지워져 갈때
어머님 설움 잊고 살았던
한 많은 보릿고개여
풀피리 꺾어 불던 슬픈 곡조는
어머님의 한숨이었소

아야 우지마라 배꺼질라
가슴시린 보릿고개 길
주린 배 잡고 물 한바가지 배 채우시던
그 세월을 어찌 사셨소
초근목피에 그시절 바람결에 지워져 갈때
어머님 설움 잊고 살았던
한 많은 보릿고개여
풀피리 꺾어 불던 슬픈 곡조는
어머님의 한숨이었소

풀피리 꺾어 불던 슬픈 곡조는
어머님의 통곡이었소
이상봉 님이 등록해 주신 가사입니다.
가사 오류 제보","1,361"
47,미운사랑,진미령,"남몰래 기다리다가 가슴만 태우는 사랑
어제는 기다림에 오늘은 외로움
그리움에 적셔진 긴세월
이렇게 살라고 인연을 맺었나
차라리 저 멀리 둘 걸
미워졌다고 갈수 있나요 행여나 찾아 올까봐
가슴이 사랑을 잊지 못해 이별로 끝난다 해도
그 끈을 놓을 수 없어 너와 나 운명 인거야
(그리워 미운사랑 보고파 미운사랑)
이렇게 살라고 인연을 맺었나
차라리 저 멀리 둘걸
미워졌다고 갈수 있나요 행여나 찾아 올까봐
가슴이 사랑을 잊지 못해 이별로 끝난다 해도
그 끈을 놓을 순 없어 너와 나 운명 인거야
그 끈을 놓을 순 없어 너와 나 운명 인거야
bsadmin56 님이 등록해 주신 가사입니다.
가사 오류 제보","2,453"
48,진또배기,이찬원,"어 허야듸야 허야듸야
어 허야듸야 허야듸야
허야듸야
어촌마을 어귀에 서서
마을에 평안함을 기원하는
진또배기 진또배기 진또배기
오리 세마리 솟대에 앉아
물 불 바람을 막아주는
진또배기 진또배기 진또배기
모진 비바람을 견디며
바다의 심술을 막아주고
말없이 마을을 지켜온
진또배기 진또배기
어허 허야듸야
풍어와 풍년을 빌면서
일년내내 기원하는
진또배기 진또배기
진또배기 진또배기
어 허야듸야 허야듸야
허야듸야 허야듸야
배띄워라 노를 저어라
파도가 춤을 춘다 노래한다
진또배기 진또배기
진또배기 진또배기
어허 허야듸야
허야듸야 허야듸야 얼 쑤
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","3,088"
49,울고있네요,혜원이,"지나간 바람처럼 멀어져 가고
기억은 점점 더 날 붙잡네요
웃으며 보내줄 걸 후회가 돼요
그대가 없는 빈자리만 남아

시간이 약이란 말도
내겐 위로가 안 돼요
아직도 그댈 찾아요
저 문밖 하늘 아래

돌아와요 내 사랑아
그대 없이 못 살아 난
밤하늘에 별이 져도
난 기다릴게요
돌아와요 내 사랑아
꿈에서도 찾을 만큼
그리움이 나를 삼켜
난 울고 있네요

어느새 계절마저 흘러갔는데
그대 없는 세상은 멈춰 있네요
아직도 귓가에는 그대 목소리
잊으려 해도 자꾸 되살아나요

시간이 약이란 말도
내겐 위로가 안 돼요
아직도 그댈 찾아요
저 문밖 하늘 아래

돌아와요 내 사랑아
그대 없이 못 살아 난
밤하늘에 별이 져도
난 기다릴게요
돌아와요 내 사랑아
꿈에서도 찾을 만큼
그리움이 나를 삼켜
난 울고 있네요

멀리 떠나간 그대
행복하길 바랐지만
내 마음은, 내 사랑은
끝내 놓지를 못해

돌아와요 내 사랑아
그대 없이 못 살아 난
밤하늘에 별이 져도
난 기다릴게요
돌아와요 내 사랑아
꿈에서도 찾을 만큼
그리움이 나를 삼켜
난 울고 있네요
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",0
50,내 이름 아시죠,장민호,"어두운 그 길을 어찌 홀로 가나요
새들도 나무들도 슬피 우는 밤
조심 조심 가세요 넘어지면 안돼요
달님이 그 먼길을 지킬겁니다
내 이름 아시죠
한 글자 한 글자 지어주신 이름
내 이름 아시죠
가시다가 외로울 때 불러주세요
길 잃으면 안돼요
꿈에 한 번 오세요
잘 도착했다 말해요
조심조심 가세요 넘어지면 안돼요
달님이 그 먼길을 지킬겁니다
내 이름 아시죠
한 글자 한 글자 지어주신 이름
내 이름 아시죠
가시다가 외로울 때 불러주세요
길 잃으면 안돼요
꿈에 한 번 오세요
잘 도착했다 말해요
길 잃으면 안돼요
꿈에 한 번 오세요
잘 도착했다 말해요
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",735
51,막걸리 한잔,영탁,"막걸리 한 잔
온 동네 소문 났던 천덕꾸러기
막내아들 장가가던 날
앓던 이가 빠졌다며 덩실 더덩실
춤을 추던 우리 아버지
아버지 우리 아들 많이 컸지요
인물은 그래도 내가 낫지요
고사리 손으로
따라주는 막걸리 한잔
아버지 생각나네
황소처럼 일만 하셔도
살림살이는 마냥 그 자리
우리 엄마 고생시키는
아버지 원망했어요
아빠처럼 살긴 싫다며
가슴에 대못을 박던
못난 아들을 달래주시며
따라주던 막걸리 한잔
따라주던 막걸리 한잔
황소처럼 일만 하셔도
살림살이는 마냥 그 자리
우리 엄마 고생시키는
아버지 원망했어요
아빠처럼 살긴 싫다며
가슴에 대못을 박던
못난 아들을 달래주시며
따라주던 막걸리 한잔
따라주던 막걸리 막걸리 한잔
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","3,208"
52,보라빛 엽서,임영웅,"보라빛 엽서에 실려온 향기는
당신의 눈물인가 이별의 마음인가
한숨속에 묻힌 사연 지워 보려 해도
떠나 버린 당신 마음 붙잡을 수 없네
오늘도 가버린 당신의 생각엔
눈물로 써 내려간 얼룩진 일기장엔
다시 못 올 그대 모습 기다리는 사연

오늘도 가버린 당신의 생각에
눈물로 써 내려간 얼룩진 일기장엔
다시 못 올 그대 모습 기다리는 사연

오늘도 가버린 당신의 생각에
눈물로 써 내려간 얼룩진 일기장엔
다시 못 올 그대 모습 기다리는 사연
다시 못 올 그대 모습 기다리는 사연
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","3,816"
53,男子의 人生 (남자의 인생),나훈아,"어둑어둑 해질 무렵 집으로 가는 길에
빌딩사이 지는 노을 가슴을 짜-안하게 하네
광화문 사거리서 봉천동까지 전철 두 번 갈아타고
지친 하루 눈은 감고 귀는 반 뜨고 졸면서 집에 간다
아버지란 그 이름은 그 이름은 男子의 人生

그냥저냥 사는 것이 똑같은 하루하루
출근하고 퇴근하고 그리고 캔 맥주 한잔
홍대에서 버스타고 쌍문동까지 서른아홉 정거장
운 좋으면 앉아가고 아니면 서고 지쳐서 집에 간다
남편이란 그 이름은 그 이름은 男子의 人生
그 이름은 男子의 人生
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",826
54,돼지토끼,장윤정,"넌 돼끼돼끼해 또 말랑말랑해
니 냄새까지 너무나 사랑스러워
눈이 안보이게 웃으면 심장이 아프잖아
넌 토끼시끼해 또 뽀실뽀실해
니 뱃살까지 너무나 사랑스러워
젤리 같은 너 마냥 소중해 영원히 안아줄게
비 맞지마 두피 멍들라 내가 구름도 가려줄게
제발 밤에는 집에만 있어 번쩍번쩍 빛이 나니까
바람 불면 나가지도 마 날아갈리 없겠지만은
혹시나 고운 피부 바람에 아파할까 봐
넌 돼끼돼끼해 또 말랑말랑해
니 냄새까지 너무나 사랑스러워
눈이 안보이게 웃으면 심장이 아프잖아
넌 토끼시끼해 또 뽀실뽀실해
니 뱃살까지 너무나 사랑스러워
젤리 같은 너 마냥 소중해 영원히 안아줄게
늙어지면 지리산 가자 때론 많이 외롭겠지만
흑염소 키우면서 우리 둘이서 살까 봐
넌 돼끼돼끼해 또 말랑말랑해
니 냄새까지 너무나 사랑스러워
눈이 안보이게 웃으면 심장이 아프잖아
넌 토끼시끼해 또 뽀실뽀실해
니 뱃살까지 너무나 사랑스러워
젤리 같은 너 마냥 소중해 영원히 안아줄게
넌 그대로면 돼 또 있어주면 돼
내 목숨까지 다해서 사랑해 줄게
너를 만난 건 신의 한수야 하늘에 감사할게
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","1,055"
55,고장난 벽시계,나훈아,"세월아 너는 어찌 돌아도 보지 않느냐
나를 버린 사람보다
네가 더욱 야속하더라
한두 번 사랑 땜에 울고 났더니
저만큼 가버린 세월
고장 난 벽시계는 멈추었는데
저 세월은 고장도 없네
청춘아 너는 어찌 모른 척하고 있느냐
나를 버린 사람보다
네가 더욱 무정하더라
뜬구름 쫓아가다 돌아 봤더니
어느새 흘러간 청춘
고장 난 벽시계는 멈추었는데
저 세월은 고장도 없네
고장 난 벽시계는 멈추었는데
저 세월은 고장도 없네
sbkim431 님이 등록해 주신 가사입니다.
가사 오류 제보",340
56,산다는 건 (Cheer Up),홍진영,"산다는 건 다 그런 거래요
힘들고 아픈 날도 많지만
산다는 건 참 좋은 거래요
오늘도 수고 많으셨어요
어떻게 지내셨나요
오늘도 한잔 걸치셨나요
뜻대로 되는 일 없어
한숨이 나도 슬퍼마세요
어느 구름속에
비가 들었는지 누가 알아
살다보면 나에게도
좋은 날이 온답니다
산다는 건 다 그런 거래요
힘들고 아픈 날도 많지만
산다는 건 참 좋은 거래요
오늘도 수고 많으셨어요
옆집이 부러운가요
친구가 요즘 잘나가나요
남들은 다 좋아 보여
속상해져도 슬퍼마세요
사람마다 알고 보면
말 못할 사연도 많아
인생이 별거 있나요
거기서 거기인거지
산다는 건 다 그런 거래요
힘들고 아픈 날도 많지만
산다는 건 참 좋은 거래요
오늘도 수고 많으셨어요
산다는 건 다 그런 거래요
세상일이란 알 수 없지만
산다는 건 참 멋진 거래요
모두가 내일도 힘내세요
오늘도 수고 많으셨어요
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","4,898"
57,공,나훈아,"살다보면 알게돼 일러 주지않아도
너나 나나 모두다 어리석다는 것을
살다보면 알게돼 알면 웃음이나지
우리모두 얼마나 바보처럼 사는지
잠시 왔다가는 인생 잠시 머물다갈 세상
백년도 힘든것을 천년을 살 것처럼
살다보면 알게돼 버린다는 의미를
내가 가진 것들이 모두 부질없다는 것을
띠리 띠리띠리띠리 띠 띠리 띠리
띠리 띠리띠리띠리 띠리디리띠리디리리
살다보면 알게돼 알고싶지 않아도
너나나나 모두다 미련 하다는 것을
살다보면 알게돼 알면 이미늦어도
그런대로 살만한 세상이라는 것을
잠시 스쳐가는 청춘 훌쩍 가버리는 세월
백년도 힘든것을 천년을 살것처럼
살다보면 알게돼 비운다는 의미를
내가 가진 것들이 모두 꿈이였다는 것을
모두 꿈이였다는 것을
띠리 띠리띠리띠리 띠 띠리 띠리
띠리 띠리띠리띠리 띠리디리띠리디리리
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",402
