,제목,가수,가사,좋아요
40,그리워하다,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.AA8C13F5A444595DF9A25D778F127C37.e.135150"")>","My life is incomplete
It’s Missing you
오늘도 하루를 보내 다를 게 없이
하나도 안 어색해 혼자 있는 게
너 없인 안될 것 같던 내가 이렇게 살아
근데 좀 허전해 난 여전히 거기 있나 봐
후련하게 다 털어내 다 다
지난 일에 마음 쓰는 게
It’s alright
답이 잘 보이는가 싶다가도
어느새 날 가두는 감옥이 돼
시간은 앞으로만 가는 걸 어째
그 동안 난 아무것도 이룬 것이 없네
아직도 내 마음속엔 너 Oh oh
너를 그리워하다 하루가 다 지났어
너를 그리워하다 일 년이 가버렸어
난 그냥 그렇게 살아
너를 그리워하다 그리워하다
다 괜찮을 거라 되뇌어 봐도
내 하루에 끝엔 또 너로 남아
너 없인 안될 것 같던 내가 이렇게 살아
사실 좀 허전해 넌 여전히 여기 있나 봐
내 마음은 여전해 아직 너를 원해
몇 년이 지나도 난 아직 널 그리워해
난 아직 기억해 우리 처음 봤을 때
네 옷차림과 머리 스타일도
다 정확하게
I pray for you every night and day
I hope that someday soon
I can see you once again
아직도 내 마음속엔 너 Oh oh
너를 그리워하다 하루가 다 지났어
너를 그리워하다 일 년이 가버렸어
난 그냥 그렇게 살아
너를 그리워하다 그리워하다
잠에서 깨어 헝클어진 머리처럼
내 일상도
꽤나 엉망이 돼버렸어 책임져
아무렇지 않은 척
드리워진 표정도 내 모든 곳에
스며든 네 흔적도 다 책임져 아직도 난
잊을 수 없나 봐 다시 돌아와 줘
또다시 같은 엔딩이라 해도 너
너를 그리워하다 하루가 다 지났어
너를 그리워하다 일 년이 가버렸어
너를 잊으려 하다 하루가 지나가도
너를 지우려 하다 일 년이 가버려도
난 그냥 그렇게 살아
너를 그리워하다 그리워하다
그리워하다 그리워하다","311,904"
41,참다행이야,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.AA9C8D5EC6FD7A44017A7B016A90A77C.e.137983"")>","그만하자 여기서 끝내자
그만하자 더 아프기 전에
어떠한 변명도 너를 힘들게만 할 뿐야
이쯤에서 끝내자 니가 먼저 돌아서
오 그저 넌 날 미워하면 돼
이기적인 남자라고 욕해
하지만 약속해 내 앞에서 보인 눈물
이젠 더 이상 흘리지 않겠다고
바보야 왜 울어
어느 하나 잘해주지 못한 내가 가는데
눈 감을 세상 그 곳에서
어쩌면 널 잊을지도 몰라
웃어 이 바보야 제발 모르겠니
함께 만든 사랑 꼭 여기까지야
지우지 못하고 갈 추억
바래져 가도록 기도할게
미안하다 널 두고 떠나서
미안하다 아직 못 잊어서
하지만 가끔씩 스쳐가는 바람으로
잠시 만지고 이내 돌아 설테니
바보야 왜 울어
어느 하나 잘해주지 못한 내가 가는데
눈 감을 세상 그 곳에서
어쩌면 널 잊을지도 몰라
웃어 이 바보야 제발 모르겠니
함께 만든 사랑 꼭 여기까지야
지우지 못하고 갈 추억
바래져 가도록 기도할게
다시는 전하지 못 할 마지막 그 한마디
사랑해 사랑해 사랑해
사실은 나 두려워 널 못잊을 나보다
사랑했던 만큼 아파 할 너기에
내가 준 아픔까지 모두
안아 줄 사람과 행복해줘
참 다행이야 널 사랑했으니","51,784"
42,yours,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.9F0E32A74B219A21079D8C733D7FB41B.e.140658"")>","내가 손을 잡을게
너는 힘을 빼도 돼
그저 복사꽃 핀 거릴 걷자
너의 마음이 녹아
우리 밤을 합치면
무너진 달을 세워놓자
가끔 너의 모습은
봄날의 낮과 밤 같아
따스하다가도 차갑곤 해
또 넌 맑은 하늘에
내리는 소나기 같아
넌 대체 내게 뭐를 원해
그대여 난
솔직히 좀 싫어
그대는 내가 없더라도
아무렇지 않은 게
넌
나의 모든 하루를 바꿔
난 그렇게 또
두 눈을 감고 마네
그대여 난
솔직히 좀 싫어
그대는 내가 없더라도
아무렇지 않은 게
넌
나의 모든 하루를 바꿔
난 그렇게 또
두 눈을 감고 마네","161,034"
43,"잘 지내자, 우리 (여름날 우리 X 로이킴)","<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.B4A74B74A08D4E8C6B4A208BCEC51690.e.143410"")>","마음을 다 보여줬던 너와는 다르게
지난 사랑에 겁을 잔뜩 먹은
나는 뒷걸음질만 쳤다

너는 다가오려 했지만
분명 언젠가 떠나갈 것이라 생각해
도망치기만 했다

같이 구름 걸터앉은 나무 바라보며
잔디밭에 누워
한 쪽 귀로만 듣던 달콤한 노래들이
쓰디쓴 아픔이 되어
다시 돌아올 것만 같아

분명 언젠가 다시 스칠 날 있겠지만
모른 척 지나가겠지
최선을 다한 넌 받아들이겠지만
서툴렀던 난
아직도 기적을 꿈꾼다
눈 마주치며 그땐 미안했었다고
용서해달라고 얘기하는 날
그때까지 잘 지내자 우리 우리

지금 생각해보면 그까짓 두려움
내가 바보 같았지 하며
솔직해질 자신 있으니
돌아오기만 하면 좋겠다

분명 언젠가 다시 스칠 날 있겠지만
모른 척 지나가겠지
최선을 다한 넌 받아들이겠지만
서툴렀던 난
아직도 기적을 꿈꾼다
눈 마주치며 그땐 미안했었다고
용서해달라고 얘기하는 날
그때까지 잘 지내자 우리 우리

눈 마주치며 그땐 미안했다고
용서해달라고 이야기 하는 날
그때까지
잘 지내자
우리","97,386"
44,그대가 내 안에 박혔다(그내박),"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.ABB2459299B938CB1AE26320B0E283C3.e.146187"")>","한참을 하늘을 보고 걸어 갔어
내 지난 사랑은 온통 미련으로 가득한데
사랑이 있다는 말은 믿지 않아
그렇게 그렇게 그저 살아
사는 게 힘겨워서 버거워서
무너지고 싶던
그 날에 햇살처럼 그댄 내게 왔다
그대가 내 안에 박혔다
그대가 내 맘을 녹였다
그대가
나밖에 몰랐던
내가 사랑을 배워가고 있다
겨울같은 시간이 와도 꽃은 꺾지 않겠다
나 이제야 이제야 숨을 쉰다
너와
사는 게 힘겨워서 버거워서
무너지고 싶던
그 날에 햇살처럼 그댄 내게 왔다
그대가 내 안에 박혔다
그대가 내 맘을 녹였다
그대가
나밖에 몰랐던
내가 사랑을 배워가고 있다
겨울같은 시간이 와도 꽃은 꺾지 않겠다
나 이제야 이제야 숨을 쉰다
너와
한없이 춥기만 했던 어둡던 지난 밤들은
오늘을 위한 시련이었다
흩어진 내 맘이 길을 잃어도
아픈 시간이 와도
그대와 함께 걷겠다 내 전부를 걸겠다
그대와
그대가 내 안에 박혔다
그대가 내 맘을 녹였다
그대가
나밖에 몰랐던
내가 사랑을 배워가고 있다
겨울같은 시간이 와도 꽃은 꺾지 않겠다
나 이제야 이제야 꿈을 꾼다
너와","51,059"
45,플러팅,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.CB119D50B561314FFF5313A22F367775.e.148969"")>","멀리서 너를 처음 봤던 날
친구들과 앉아서 웃고 있던
네게 반했던 그날

잠시도 눈을 뗄 수 없었어
너에게 걸어가 볼까 말까
잠깐 말 걸어볼까

이대로 두 번 다시
너를 못 보게 될까 두려워
후회하게 될 것만 같아
물어 번호 봤던 거야

믿지 않겠지만 처음이었어
너를 본 순간부터
우리가 손잡고 걷는 모습이 떠올랐어

술에 취해서 조명이 어두워서
이런 말 하는 거 아냐
우리 내일 다시 만나자
그때 다시 한번 말할게

우리 내일 만나면
널 바로 안아버릴지 몰라
처음부터 반한 것 같아
물어 번호 봤던 거야

믿지 않겠지만 처음이었어
너를 본 순간부터
우리가 손잡고 걷는 모습이 떠올랐어

술에 취해서 조명이 어두워서
이런 말 하는 거 아냐
우리 내일 다시 만나자
그때 다시 한번 말할게

원래 이러냐고
모든 사람에게 잘해주냐고
아니 사실 아무렇지 않지 않단 말이야

모르겠어 내가 왜 이러는지
없던 용기가 왜 나는지
스친 눈빛에 스친 손끝에
자꾸 뛴단 말이야 심장아 나대지 마

혹시 번호 물어봐도 되겠니

믿지 않겠지만 모든 게 처음이야
너를 본 순간부터
우리가 사랑할 날들이 자꾸 떠올랐어

술에 취해서 조명이 어두워서
이런 말 하는 거 아냐
우리 내일 다시 만나자
그때 다시 한번","22,843"
46,너였다면,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.27884D163594C8C7D78C5CC9F5649D79.e.151823"")>","왜 너에겐
그렇게 어려운지
애를 쓰는 나를
제대로 봐주는 게
너 하나에 이토록
아플 수 있음에
놀라곤 해
고단했던 하루
나는 꿈을 꿔도 아파
너였다면 어떨 것 같아
이런 미친 날들이
네 하루가 되면 말야
너도 나만큼 혼자
부서져 본다면 알게 될까
가슴이 터질 듯
날 가득 채운 통증과
얼마나 너를
원하고 있는지
내가 너라면
그냥 날 사랑할 텐데
내 가슴은 한없이 바닥까지
나를 둘러싸는
모든 게 두려워져
다 사랑에 빠지면
행복한 거라니
누가 그래
뒷모습만 보는
그런 사랑하는 내게
너였다면 어떨 것 같아
이런 미친 날들이
네 하루가 되면 말야
너도 나만큼 혼자
부서져 본다면 알게 될까
가슴이 터질 듯
날 가득 채운 통증과
얼마나 너를 원하고 있는지
내가 너라면
그냥 날 사랑할텐데
이미 너는 내게
대답한 걸 알아
대답 없는 대답의 의미
다 알면서도
난 모르는 척 맴도는데
요즘 나는 어떤 줄 아니
편히 잠을 잘 수도
뭘 삼켜낼 수도 없어
널 바라보다 점점 망가져
가는 날 알긴 할까
죽을 것 같아도
넌 내게 올 리 없대도
딴 곳만 보는
너란 걸 알아도
그런 너를 난
놓을 순 없을 것 같아","245,129"
47,꿈,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.07386278E51735962DBA4879C14A154D.e.152866"")>","화려한 도시를
그리며 찾아왔네
그곳은 춥고도 험한 곳
여기저기 헤매다
초라한 문턱에서
뜨거운 눈물을 먹는다

머나먼 길을 찾아 여기에
꿈을 찾아 여기에
괴롭고도 험한 이 길을 왔는데
이 세상 어디가 숲인지
어디가 늪인지
그 누구도 말을 않네

사람들은 저마다
고향을 찾아가네
나는 지금 홀로 남아서
빌딩 속을 헤매다
초라한 골목에서
뜨거운 눈물을 먹는다

저기 저 별은 나의 마음 알까
나의 꿈을 알까
괴로울 땐 슬픈 노래를 부른다
슬퍼질 땐 차라리 나 홀로
눈을 감고 싶어
고향의 향기 들으면서

저기 저 별은 나의 마음 알까
나의 꿈을 알까
괴로울 땐 슬픈 노래를 부른다
이 세상 어디가 숲인지
어디가 늪인지
그 누구도 말을 않네

슬퍼질 땐 차라리 나 홀로
눈을 감고 싶어
고향의 향기 들으면서
고향의 향기 들으면서","52,343"
48,사랑하지 않아서 그랬어,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.CBA43CCDA9B3AA8DD143AA6119677704.e.157989"")>","사랑하지 않기로 했어
나만 생각하기로 했어
니 눈물을 못 본 척 좀 해야겠어
나쁜 사람 되기 싫어서
구차해지는 변명들로
괜한 기대하게 만들기 싫었어
마지막까지 상처 주긴 싫은데
난 여전히 너를 배려해 줄
자신이 없는걸
사랑하지 않았어 미안해
참 많이 고마웠어
미련 갖는 일 그런 일 없을 거야 정말
매번 져주려 했던 너에게
기어코 이겨보려 애썼던 순간도
너를 필요 없어 했던 밤도
사랑하지 않아서 그랬어
마지막으로 안아주면 안 될까
말하는 니 얼굴
떳떳하게 볼 수가 없는걸
사랑하지 않았어 미안해
참 많이 고마웠어
미련 갖는 일 그런 일 없을 거야 정말
매번 져주려 했던 너에게
기어코 이겨보려 애썼던 순간도
너를 필요 없어 했던 밤도
사랑하지 않아서 그랬어
넌 모르지 내 맘이 어떤지
계속 사랑해보려 애를 썼어
내가 다 미안해
도망치는 내가 밉겠지만
나는 후련한 거 같아 여기까지만 해
기다리면은 안 돼 잘 들어
날 미워해야만 해
계속 울어도 난 멀리 떠날 거야 제발
니가 괴롭든 말든 꺼놨던 전화도
아픈 니가 귀찮았던 밤도
하다못해 지금 내 말투도
사랑하지 않아서 그랬어","69,118"
49,해요 (2022),"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.1CD5C906DE26B3A9EEC1D05F4BA69F8E.e.160741"")>","그녀와 나는요 그땐 참 어렸어요
많이 사랑했고 때론 많이 다퉜었죠
지금 생각하면 모두 내 잘못이죠
마지막 그날도 그녀는 울었어
나는 그녈 잡지 못했죠
지금까지도 너무 후회가 돼요
그 후로 누굴 사랑한 적 없어 아직은
그녀와 나는요
언젠가 만날 거죠
변해버린 모습 변해버린 시간 속에
하지만 괜찮아 내 눈엔 아름답던
예전 모습 그대로 일 거예요
그녀도 날 못 잊을 거야 나는 믿어요
그만큼 사랑했죠
그래서 우린 한 번은 만나야만 해요
그녀의 친구라도 이 노랠 듣는다면
그녀에게 전해줘요
내가 아직 사랑한다고
우리가 처음 만난 그 시간 그 자리에
내가 매일 기다린다고
언제라도
그녀도 날 못 잊을 거야 나는 믿어요
그만큼 사랑했죠
그래서 우린 한 번은 만나야만 해요
그녀의 친구라도 이 노랠 듣는다면
그녀에게 전해줘요
내가 아직 사랑한다고
우리가 처음 만난 그 시간 그 자리에
내가 매일 기다린다고
그녀의 친구라도 이 노랠 듣는다면
그녀에게 전해줘요
내가 아직 사랑한다고
우리가 처음 만난 그 시간 그 자리에
내가 매일 기다린다고
내가 매일 기다린다고","105,153"
